run_id,episode,episode_reward,avg_reward_20ep,avg_loss,epsilon,action_off,action_cool,action_heat,lr,gamma,epsilon_decay,batch_size,buffer_capacity
a39e8264f59c44bdb9cee0d82cafd053,193,-252.9185,-160.6332,87.5586,0.3801,2,17,5,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,194,-162.8325,-158.1352,107.292,0.3782,6,16,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,195,-76.5984,-160.6031,99.0954,0.3763,4,16,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,196,-30.1312,-133.124,110.6407,0.3744,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,197,-11.6338,-129.6303,87.2455,0.3725,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,198,-418.1186,-147.5637,100.8322,0.3707,1,15,8,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,199,-41.6337,-144.2078,80.9733,0.3688,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,200,-63.4005,-146.8091,83.4062,0.367,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,201,-440.4496,-139.787,120.5599,0.3651,6,13,5,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,202,-117.5051,-141.5651,99.1632,0.3633,1,17,6,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,203,-22.1291,-137.9753,104.3047,0.3615,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,204,-319.4915,-152.853,108.1633,0.3597,1,16,7,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,205,-6.514,-151.1293,122.7572,0.3579,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,206,-79.809,-153.5421,131.2658,0.3561,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,207,-23.3663,-154.3185,141.1473,0.3543,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,208,-280.1283,-157.864,122.6114,0.3525,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,209,-171.9125,-158.6884,102.0859,0.3508,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,210,-153.2578,-162.8626,90.8026,0.349,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,211,-8.2225,-156.1276,115.8909,0.3473,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,212,-8.2387,-138.6421,86.023,0.3455,1,19,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,213,-291.0972,-141.8757,111.5662,0.3438,4,16,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,214,-81.3364,-133.7051,98.6461,0.3421,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,215,-47.8985,-128.232,107.0532,0.3404,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,216,-94.044,-129.0628,101.346,0.3387,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,217,-315.6158,-142.6573,98.1562,0.337,1,17,6,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,218,-269.8712,-154.9543,95.321,0.3353,2,16,6,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,219,-21.9362,-136.0885,102.7744,0.3336,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,220,-13.8635,-134.7661,106.5731,0.332,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,221,-37.7951,-133.5468,77.6272,0.3303,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,222,-25.5857,-113.7914,92.8407,0.3286,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,223,-17.0424,-109.0074,75.271,0.327,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,224,-27.6777,-109.2716,105.1173,0.3254,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,225,-24.1886,-95.2096,129.7059,0.3237,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,226,-113.8711,-100.3218,96.2237,0.3221,2,18,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,227,-6.6214,-96.8367,96.5596,0.3205,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,228,-28.572,-97.0846,91.8456,0.3189,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,229,-14.2535,-84.4239,98.571,0.3173,0,22,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,230,-40.3768,-78.1603,79.3011,0.3157,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,231,-14.3718,-71.5467,102.5234,0.3141,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,232,-72.0799,-74.5875,95.8377,0.3126,2,18,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,233,-21.2507,-75.2071,70.2079,0.311,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,234,-20.7049,-62.3313,107.9465,0.3095,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,235,-24.1316,-59.6073,85.8829,0.3079,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,236,-24.0175,-58.4701,79.2094,0.3064,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,237,-6.8389,-54.3174,84.8702,0.3048,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,238,-8.9026,-39.7121,80.4171,0.3033,1,22,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,239,-177.4975,-35.3133,79.4844,0.3018,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,240,-119.3563,-39.9524,87.0342,0.3003,5,15,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,241,-129.1345,-45.4415,84.7695,0.2988,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,242,-23.8828,-44.779,84.7531,0.2973,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,243,-47.5475,-45.8248,92.1252,0.2958,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,244,-18.7321,-45.9052,84.2685,0.2943,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,245,-21.2701,-45.6001,77.103,0.2929,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,246,-61.5481,-47.3791,78.5159,0.2914,1,19,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,247,-7.032,-42.2916,87.0339,0.2899,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,248,-11.6678,-42.5319,82.9166,0.2885,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,249,-23.323,-42.2819,90.7213,0.287,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,250,-23.6265,-42.7282,76.9038,0.2856,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,251,-102.9154,-45.7063,78.2086,0.2842,5,15,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,252,-83.8315,-49.0139,79.8903,0.2828,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,253,-13.4503,-46.222,100.438,0.2813,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,254,-53.281,-47.7472,109.5367,0.2799,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,255,-42.9394,-48.806,82.7152,0.2785,1,19,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,256,-86.6791,-51.7845,90.8129,0.2771,1,19,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,257,-207.3758,-60.5158,73.2277,0.2758,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,258,-19.2588,-61.1072,85.019,0.2744,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,259,-27.492,-61.9924,108.408,0.273,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,260,-10.9286,-54.0606,94.6053,0.2716,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,261,-11.0737,-48.9043,88.1022,0.2703,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,262,-38.5271,-44.5896,80.6529,0.2689,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,263,-93.687,-47.9137,73.0136,0.2676,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,264,-5.9651,-45.9335,77.5215,0.2663,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,265,-306.0461,-59.6152,76.2078,0.2649,4,17,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,266,-132.2493,-64.8999,84.3671,0.2636,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,267,-256.2347,-74.1707,94.5378,0.2623,7,14,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,268,-26.301,-75.0882,80.2974,0.261,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,269,-87.7514,-78.7113,99.9743,0.2597,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,270,-461.7945,-99.5909,70.7907,0.2584,4,14,6,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,271,-122.1644,-104.2831,100.7675,0.2571,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,272,-28.6905,-100.7486,78.7444,0.2558,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,273,-94.0744,-101.2364,94.4902,0.2545,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,274,-101.0596,-105.4083,68.1066,0.2532,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,275,-6.3612,-103.174,101.7146,0.252,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,276,-10.6105,-101.6345,72.7155,0.2507,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,277,-7.0046,-97.8405,80.5194,0.2495,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,278,-12.0624,-88.5399,66.246,0.2482,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,279,-106.534,-92.6958,76.2311,0.247,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,280,-28.9046,-92.7631,84.1799,0.2457,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,281,-114.1997,-97.6807,76.2798,0.2445,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,282,-10.3552,-97.6465,81.5766,0.2433,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,283,-121.3775,-101.5918,69.4513,0.2421,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,284,-20.0578,-98.0856,61.545,0.2409,0,20,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,285,-6.6954,-98.1204,76.1903,0.2397,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,286,-86.9742,-87.6884,86.8802,0.2385,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,287,-115.7597,-86.9032,85.6532,0.2373,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,288,-28.2357,-76.0461,67.3479,0.2361,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,289,-183.8498,-83.5484,83.8689,0.2349,1,18,5,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,290,-23.2665,-80.4777,95.6731,0.2337,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,291,-9.0775,-58.9198,77.5051,0.2326,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,292,-15.9733,-53.8631,71.7778,0.2314,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,293,-25.9255,-53.7314,66.5579,0.2302,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,294,-11.1863,-49.7843,87.8517,0.2291,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,295,-25.5584,-46.189,81.3824,0.2279,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,296,-6.0252,-46.173,71.7519,0.2268,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,297,-25.8973,-46.901,69.1756,0.2257,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,298,-187.9091,-55.5155,71.9255,0.2245,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,299,-42.7674,-56.9776,92.6461,0.2234,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,300,-16.9778,-52.713,88.4342,0.2223,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,301,-6.9044,-51.6654,73.6793,0.2212,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,302,-24.534,-47.3956,74.7324,0.2201,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,303,-7.381,-47.254,67.3984,0.219,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,304,-9.8545,-41.9434,77.0223,0.2179,0,21,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,305,-53.0241,-43.5132,63.305,0.2168,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,306,-8.9099,-43.6186,78.2335,0.2157,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,307,-13.3539,-40.1129,74.455,0.2146,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,308,-6.2649,-34.8989,75.1388,0.2136,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,309,-28.4974,-34.9113,59.6765,0.2125,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,310,-8.5879,-26.5655,66.7967,0.2114,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,311,-36.1201,-27.1776,66.3896,0.2104,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,312,-41.191,-28.7068,70.9978,0.2093,4,17,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,313,-7.5884,-28.3075,63.2122,0.2083,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,314,-28.0375,-28.4081,68.5052,0.2072,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,315,-25.2872,-29.0796,87.8813,0.2062,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,316,-25.6823,-29.0855,65.7078,0.2052,1,19,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,317,-17.3246,-29.6236,63.0448,0.2041,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,318,-17.398,-29.2188,59.898,0.2031,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,319,-107.9807,-25.4127,64.0655,0.2021,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,320,-101.3918,-28.2044,67.347,0.2011,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,321,-107.1625,-32.4989,73.6716,0.2001,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,322,-62.0246,-35.1236,73.8757,0.1991,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,323,-6.2371,-34.2524,70.7683,0.1981,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,324,-82.9494,-37.8509,93.2485,0.1971,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,325,-43.6578,-39.4605,70.8201,0.1961,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,326,-62.0813,-39.8918,62.0539,0.1951,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,327,-44.001,-41.5628,63.367,0.1942,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,328,-22.8411,-42.0146,60.2507,0.1932,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,329,-6.0027,-42.0021,83.4422,0.1922,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,330,-16.4098,-41.4265,67.2778,0.1913,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,331,-27.9696,-42.3495,63.3225,0.1903,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,332,-13.6697,-41.2804,63.1743,0.1893,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,333,-6.6469,-39.6354,63.2616,0.1884,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,334,-21.4392,-40.295,71.5471,0.1875,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,335,-69.913,-42.2891,55.146,0.1865,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,336,-15.2249,-41.8099,59.0753,0.1856,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,337,-7.4681,-40.9426,57.1834,0.1847,7,17,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,338,-7.7964,-40.4888,59.6078,0.1837,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,339,-9.9912,-40.1361,62.0158,0.1828,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,340,-16.8487,-35.7965,66.1263,0.1819,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,341,-26.9812,-32.2531,70.8595,0.181,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,342,-64.7725,-30.2346,58.5809,0.1801,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,343,-75.521,-30.8773,74.1534,0.1792,0,20,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,344,-11.3153,-31.1191,64.237,0.1783,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,345,-7.3556,-27.5194,60.4201,0.1774,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,346,-43.2392,-27.4994,56.0374,0.1765,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,347,-10.5038,-25.0434,61.6827,0.1756,2,22,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,348,-31.5007,-24.4481,55.986,0.1748,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,349,-8.036,-23.7431,67.7407,0.1739,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,350,-170.072,-31.5559,63.1332,0.173,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,351,-198.2491,-40.215,60.6405,0.1721,4,16,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,352,-44.66,-41.0097,63.7677,0.1713,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,353,-7.2025,-40.7018,65.7874,0.1704,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,354,-120.0218,-46.1006,69.1719,0.1696,6,16,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,355,-12.7174,-45.6853,59.9452,0.1687,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,356,-91.6515,-46.7204,66.3403,0.1679,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,357,-10.4236,-46.4918,65.4073,0.167,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,358,-26.8819,-47.4163,65.4907,0.1662,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,359,-9.2655,-47.4862,59.7205,0.1654,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,360,-8.7673,-47.4279,74.4925,0.1646,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,361,-11.5503,-47.1756,54.8145,0.1637,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,362,-23.4493,-47.0074,61.0301,0.1629,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,363,-19.0072,-44.8281,63.3351,0.1621,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,364,-8.1286,-41.619,42.2277,0.1613,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,365,-21.6657,-42.1119,38.6051,0.1605,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,366,-21.6232,-42.7913,62.811,0.1597,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,367,-27.2816,-42.0314,51.0715,0.1589,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,368,-20.3043,-42.4981,49.6638,0.1581,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,369,-10.252,-41.4862,48.2991,0.1573,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,370,-25.6487,-42.3249,61.4542,0.1565,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,371,-52.1803,-36.711,68.2297,0.1557,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,372,-14.5425,-27.9631,61.0279,0.1549,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,373,-6.1535,-26.1295,65.5878,0.1542,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,374,-18.0701,-26.647,71.6595,0.1534,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,375,-6.4096,-21.2369,48.3795,0.1526,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,376,-7.7038,-20.9981,69.6028,0.1519,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,377,-6.5949,-16.9478,57.8648,0.1511,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,378,-44.497,-18.5704,61.2341,0.1504,2,18,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,379,-25.4913,-18.5041,51.3088,0.1496,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,380,-18.372,-18.9378,72.0937,0.1489,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,381,-9.1517,-18.9561,66.1818,0.1481,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,382,-8.1029,-18.7919,49.3546,0.1474,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,383,-29.9176,-19.0999,61.8655,0.1466,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,384,-7.9844,-18.575,54.7006,0.1459,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,385,-20.9367,-19.1849,58.8859,0.1452,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,386,-33.8243,-19.7639,54.0042,0.1444,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,387,-9.6295,-19.1928,54.8634,0.1437,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,388,-43.007,-19.9416,64.7018,0.143,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,389,-6.3064,-19.2751,54.8901,0.1423,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,390,-15.5374,-19.5267,62.0688,0.1416,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,391,-10.1566,-18.789,46.2281,0.1409,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,392,-100.2327,-21.0772,68.2032,0.1402,2,19,3,0.001,0.99,0.995,64,10000
