run_id,episode,episode_reward,avg_reward_20ep,avg_loss,epsilon,action_off,action_cool,action_heat,lr,gamma,epsilon_decay,batch_size,buffer_capacity
a39e8264f59c44bdb9cee0d82cafd053,393,-44.7766,-22.517,55.5075,0.1395,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,394,-81.9067,-26.1242,48.2915,0.1388,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,395,-9.9087,-25.7356,49.8424,0.1381,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,396,-9.7751,-25.8959,54.4174,0.1374,3,21,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,397,-7.3057,-25.8769,51.798,0.1367,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,398,-11.9293,-26.1309,60.5339,0.136,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,399,-8.9882,-24.44,59.7598,0.1353,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,400,-22.929,-24.318,72.8092,0.1347,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,401,-131.4277,-29.7016,58.4341,0.134,4,16,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,402,-6.5377,-29.5771,54.5423,0.1333,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,403,-57.8909,-31.948,56.7267,0.1326,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,404,-7.7074,-30.8904,60.9406,0.132,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,405,-8.4748,-30.9137,48.8054,0.1313,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,406,-40.9147,-31.8651,50.1995,0.1307,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,407,-103.1212,-35.1649,37.2479,0.13,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,408,-124.8541,-40.6518,61.1864,0.1294,3,17,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,409,-6.5288,-38.9147,50.8032,0.1287,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,410,-28.5415,-39.9736,62.4097,0.1281,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,411,-6.931,-39.5637,52.6191,0.1274,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,412,-7.9794,-39.4601,65.2573,0.1268,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,413,-45.4104,-36.8495,46.322,0.1262,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,414,-23.2102,-35.8225,47.0858,0.1255,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,415,-43.1632,-33.9776,45.9438,0.1249,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,416,-113.8422,-38.9268,59.4632,0.1243,4,16,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,417,-6.7146,-38.781,45.792,0.1237,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,418,-6.7205,-38.7532,60.5965,0.123,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,419,-125.3855,-44.1558,47.0873,0.1224,2,18,4,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,420,-24.4839,-44.8937,53.1406,0.1218,3,18,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,421,-8.3355,-44.1988,36.5514,0.1212,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,422,-27.6923,-39.259,64.8746,0.1206,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,423,-11.7479,-39.5071,52.3739,0.12,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,424,-12.2812,-37.3352,46.5416,0.1194,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,425,-10.6413,-37.475,34.2424,0.1188,0,22,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,426,-10.4443,-37.5687,38.3034,0.1182,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,427,-57.9042,-38.3778,55.7654,0.1176,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,428,-12.6662,-34.0704,45.397,0.117,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,429,-8.3432,-28.5222,41.2619,0.1164,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,430,-7.7872,-28.5822,43.3066,0.1159,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,431,-31.2208,-28.7097,38.0827,0.1153,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,432,-8.5122,-28.785,37.485,0.1147,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,433,-16.3954,-29.1858,42.1798,0.1141,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,434,-8.2509,-27.4163,41.3535,0.1136,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,435,-7.8108,-26.683,37.9232,0.113,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,436,-11.1108,-25.1567,34.149,0.1124,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,437,-7.4853,-20.0921,45.5259,0.1119,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,438,-27.7434,-21.0935,38.7272,0.1113,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,439,-70.6045,-24.1356,38.6103,0.1107,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,440,-13.8938,-18.8264,41.2156,0.1102,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,441,-18.5447,-18.5436,40.184,0.1096,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,442,-15.7491,-18.8966,35.6642,0.1091,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,443,-115.853,-23.0948,38.8551,0.1085,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,444,-35.1723,-24.2102,29.3006,0.108,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,445,-86.8867,-27.7629,50.2227,0.1075,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,446,-15.4127,-27.9901,28.5282,0.1069,0,22,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,447,-51.2753,-29.9344,35.4759,0.1064,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,448,-7.9303,-27.5547,40.6448,0.1059,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,449,-9.0208,-27.3811,32.9148,0.1053,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,450,-16.8196,-27.7847,35.9543,0.1048,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,451,-30.8723,-28.884,34.536,0.1043,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,452,-9.2745,-27.839,30.9632,0.1038,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,453,-12.0699,-28.0084,35.6616,0.1032,3,21,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,454,-39.5648,-29.1117,30.9036,0.1027,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,455,-9.3777,-29.1654,28.2083,0.1022,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,456,-6.003,-29.0793,29.0411,0.1017,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,457,-17.3746,-29.3775,53.0072,0.1012,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,458,-37.6466,-30.8138,34.4311,0.1007,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,459,-8.1411,-29.8804,38.7399,0.1002,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,460,-118.7407,-32.1726,26.2891,0.0997,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,461,-23.1101,-32.6114,35.8,0.0992,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,462,-13.7408,-32.3827,27.5531,0.0987,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,463,-141.717,-38.3811,33.1364,0.0982,4,17,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,464,-6.6537,-33.1812,23.8571,0.0977,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,465,-25.3864,-32.7152,33.2163,0.0972,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,466,-14.505,-29.2684,22.157,0.0967,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,467,-14.5593,-29.2278,30.7493,0.0962,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,468,-10.2683,-27.2751,23.355,0.0958,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,469,-9.3527,-27.3428,31.9785,0.0953,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,470,-10.573,-27.4167,26.317,0.0948,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,471,-15.4114,-27.3497,23.5632,0.0943,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,472,-6.9139,-26.2088,29.1734,0.0939,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,473,-10.0911,-26.2477,24.7542,0.0934,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,474,-9.9929,-26.1488,23.5737,0.0929,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,475,-5.4,-24.5219,18.6174,0.0925,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,476,-11.6092,-24.6281,38.8637,0.092,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,477,-8.7987,-24.7613,27.71,0.0915,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,478,-5.402,-24.1911,29.2792,0.0911,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,479,-8.1453,-22.7863,22.3655,0.0906,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,480,-5.4858,-22.6599,24.8251,0.0902,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,481,-52.6071,-19.5107,20.696,0.0897,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,482,-6.4019,-18.715,22.1439,0.0893,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,483,-10.0531,-18.5394,18.9884,0.0888,3,21,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,484,-24.6098,-12.9629,19.3609,0.0884,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,485,-20.0613,-13.6013,21.4622,0.0879,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,486,-5.7272,-12.6652,18.4209,0.0875,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,487,-104.9725,-16.9732,24.7571,0.0871,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,488,-10.9107,-16.7994,15.2046,0.0866,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,489,-7.6637,-16.6754,24.7746,0.0862,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,490,-8.0045,-16.6112,19.0297,0.0858,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,491,-12.5816,-16.7068,20.3364,0.0853,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,492,-14.1261,-16.6456,17.9478,0.0849,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,493,-5.4121,-16.5741,19.855,0.0845,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,494,-19.0627,-17.0013,21.8691,0.0841,1,21,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,495,-31.3039,-18.0161,19.3643,0.0836,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,496,-6.2176,-18.0551,14.7872,0.0832,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,497,-28.331,-18.8514,18.7065,0.0828,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,498,-6.578,-18.7456,21.731,0.0824,3,21,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,499,-23.0966,-19.5882,19.9812,0.082,2,19,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,500,-5.4,-19.4575,14.8047,0.0816,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,501,-11.0056,-19.7203,19.0113,0.0812,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,502,-9.3351,-17.6598,22.2035,0.0808,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,503,-6.4965,-17.6643,23.241,0.0804,7,17,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,504,-6.4868,-17.4944,21.675,0.08,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,505,-6.0924,-16.6127,20.6925,0.0796,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,506,-8.5159,-16.0629,19.2774,0.0792,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,507,-8.694,-16.2042,12.3584,0.0788,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,508,-125.1649,-17.1657,20.2024,0.0784,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,509,-8.9107,-17.0705,14.643,0.078,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,510,-7.2252,-17.0496,13.5213,0.0776,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,511,-6.8678,-16.9954,21.44,0.0772,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,512,-6.8261,-16.7214,18.7372,0.0768,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,513,-6.7091,-16.3682,16.424,0.0764,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,514,-40.1049,-18.0202,17.0269,0.076,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,515,-9.3605,-17.5582,11.4747,0.0757,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,516,-18.9529,-16.9701,19.5487,0.0753,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,517,-10.2899,-17.164,15.1016,0.0749,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,518,-232.6033,-26.8912,15.562,0.0745,4,17,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,519,-6.1274,-26.8698,19.165,0.0742,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,520,-7.437,-26.1241,12.6793,0.0738,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,521,-17.5149,-26.701,14.6336,0.0734,1,22,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,522,-9.8832,-26.6475,17.9302,0.0731,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,523,-6.7777,-26.5258,17.0214,0.0727,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,524,-7.3074,-26.5644,9.8453,0.0723,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,525,-5.4421,-26.5146,15.8659,0.072,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,526,-14.6247,-26.9209,14.9756,0.0716,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,527,-5.7,-26.7868,19.876,0.0712,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,528,-14.3627,-27.0568,16.5053,0.0709,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,529,-47.7035,-23.3681,15.6285,0.0705,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,530,-33.8754,-24.5569,9.9745,0.0702,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,531,-5.4,-24.47,19.5874,0.0698,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,532,-6.8524,-24.4693,16.7476,0.0695,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,533,-22.1415,-25.1986,19.9701,0.0691,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,534,-10.2834,-25.3688,18.3923,0.0688,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,535,-69.9367,-26.7894,11.1273,0.0684,5,16,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,536,-14.6563,-27.0415,11.9528,0.0681,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,537,-6.0212,-26.4257,11.2041,0.0678,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,538,-40.1141,-27.8459,10.0397,0.0674,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,539,-11.9797,-17.3401,11.652,0.0671,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,540,-5.8603,-17.3273,10.3674,0.0668,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,541,-9.2031,-17.4114,11.3625,0.0664,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,542,-12.4825,-17.1718,11.2161,0.0661,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,543,-5.7,-16.9726,12.0933,0.0658,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,544,-19.5977,-17.5831,13.0976,0.0654,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,545,-28.5409,-18.5942,12.9714,0.0651,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,546,-12.8776,-18.9483,9.2308,0.0648,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,547,-6.6051,-18.5664,12.3053,0.0645,2,21,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,548,-9.4371,-18.7444,9.8929,0.0641,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,549,-6.3142,-18.3611,7.2176,0.0638,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,550,-11.9104,-16.6567,8.6055,0.0635,3,21,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,551,-73.7205,-18.554,9.3676,0.0632,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,552,-6.0,-18.5826,9.2526,0.0629,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,553,-5.707,-18.5281,11.9036,0.0625,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,554,-4.6765,-17.6964,7.6267,0.0622,9,15,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,555,-8.3403,-17.6039,8.7905,0.0619,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,556,-26.3616,-15.5289,8.3169,0.0616,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,557,-9.4135,-15.2792,8.52,0.0613,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,558,-5.7,-15.2639,7.2781,0.061,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,559,-5.4,-13.6109,6.8868,0.0607,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,560,-20.5726,-14.02,7.473,0.0604,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,561,-7.618,-14.1037,10.1884,0.0601,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,562,-5.811,-13.9422,6.7472,0.0598,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,563,-5.1,-13.5907,7.1599,0.0595,7,17,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,564,-5.6441,-13.588,9.0513,0.0592,8,15,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,565,-7.7714,-13.0249,6.2945,0.0589,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,566,-22.2122,-12.7235,8.6608,0.0586,1,20,3,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,567,-5.7455,-12.3839,6.6955,0.0583,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,568,-5.7,-12.3408,5.7758,0.058,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,569,-6.1839,-12.1858,7.3318,0.0577,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,570,-38.8981,-13.7375,8.1934,0.0574,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,571,-9.8063,-13.6373,6.2748,0.0571,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,572,-5.4301,-10.3853,7.283,0.0569,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,573,-5.1079,-10.3429,9.694,0.0566,7,17,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,574,-6.6865,-10.3895,8.5891,0.0563,3,20,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,575,-15.6996,-10.9144,7.8677,0.056,5,17,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,576,-9.8592,-10.9867,6.7435,0.0557,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,577,-8.1051,-10.1174,6.9877,0.0555,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,578,-13.7871,-10.3256,6.6659,0.0552,2,20,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,579,-8.0215,-10.4362,7.2637,0.0549,3,19,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,580,-7.4529,-10.534,6.2886,0.0546,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,581,-35.1063,-11.226,5.786,0.0544,8,15,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,582,-5.1763,-11.1098,7.0562,0.0541,7,16,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,583,-8.5577,-11.2406,9.5079,0.0538,4,20,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,584,-8.0743,-11.3822,6.8929,0.0535,5,18,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,585,-7.8917,-11.4892,7.7018,0.0533,6,18,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,586,-45.9876,-13.309,4.8167,0.053,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,587,-13.9561,-12.9159,5.1043,0.0527,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,588,-5.9182,-12.9241,10.3029,0.0525,5,19,0,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,589,-14.796,-13.3573,5.8851,0.0522,6,17,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,590,-10.2474,-13.5507,4.9047,0.052,4,18,2,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,591,-10.7677,-12.2112,5.0424,0.0517,4,19,1,0.001,0.99,0.995,64,10000
a39e8264f59c44bdb9cee0d82cafd053,592,-12.3415,-12.3319,6.8658,0.0514,4,19,1,0.001,0.99,0.995,64,10000
